33934.wav,FSD50k,Dishes_and_pots_and_pans
96025.wav,FSD50k,Dishes_and_pots_and_pans
33925.wav,FSD50k,Dishes_and_pots_and_pans
217172.wav,FSD50k,Dishes_and_pots_and_pans
97527.wav,FSD50k,Dishes_and_pots_and_pans
377500.wav,FSD50k,Dishes_and_pots_and_pans
157157.wav,FSD50k,Dishes_and_pots_and_pans
72840.wav,FSD50k,Dishes_and_pots_and_pans
118616.wav,FSD50k,Dishes_and_pots_and_pans
33854.wav,FSD50k,Dishes_and_pots_and_pans
189626.wav,FSD50k,Dishes_and_pots_and_pans
347708.wav,FSD50k,Dishes_and_pots_and_pans
221785.wav,FSD50k,Dishes_and_pots_and_pans
393140.wav,FSD50k,Dishes_and_pots_and_pans
33852.wav,FSD50k,Dishes_and_pots_and_pans
80949.wav,FSD50k,Dishes_and_pots_and_pans
341432.wav,FSD50k,Dishes_and_pots_and_pans
361185.wav,FSD50k,Dishes_and_pots_and_pans
106240.wav,FSD50k,Dishes_and_pots_and_pans
165189.wav,FSD50k,Dishes_and_pots_and_pans
80947.wav,FSD50k,Dishes_and_pots_and_pans
21766.wav,FSD50k,Dishes_and_pots_and_pans
82090.wav,FSD50k,Dishes_and_pots_and_pans
142329.wav,FSD50k,Dishes_and_pots_and_pans
2139.wav,FSD50k,Dishes_and_pots_and_pans
81736.wav,FSD50k,Dishes_and_pots_and_pans
178398.wav,FSD50k,Dishes_and_pots_and_pans
94267.wav,FSD50k,Dishes_and_pots_and_pans
414297.wav,FSD50k,Dishes_and_pots_and_pans
80398.wav,FSD50k,Dishes_and_pots_and_pans
378687.wav,FSD50k,Dishes_and_pots_and_pans
33853.wav,FSD50k,Dishes_and_pots_and_pans
17118.wav,FSD50k,Dishes_and_pots_and_pans
332561.wav,FSD50k,Dishes_and_pots_and_pans
395745.wav,FSD50k,Dishes_and_pots_and_pans
50048.wav,FSD50k,Dishes_and_pots_and_pans
81737.wav,FSD50k,Dishes_and_pots_and_pans
266949.wav,FSD50k,Dishes_and_pots_and_pans
361193.wav,FSD50k,Dishes_and_pots_and_pans
428863.wav,FSD50k,Dishes_and_pots_and_pans
413757.wav,FSD50k,Dishes_and_pots_and_pans
80950.wav,FSD50k,Dishes_and_pots_and_pans
365519.wav,FSD50k,Dishes_and_pots_and_pans
326687.wav,FSD50k,Dishes_and_pots_and_pans
41308.wav,FSD50k,Dishes_and_pots_and_pans
157152.wav,FSD50k,Dishes_and_pots_and_pans
21770.wav,FSD50k,Dishes_and_pots_and_pans
427812.wav,FSD50k,Dishes_and_pots_and_pans
128017.wav,FSD50k,Dishes_and_pots_and_pans
81740.wav,FSD50k,Dishes_and_pots_and_pans
361186.wav,FSD50k,Dishes_and_pots_and_pans
361194.wav,FSD50k,Dishes_and_pots_and_pans
408719.wav,FSD50k,Dishes_and_pots_and_pans
370876.wav,FSD50k,Dishes_and_pots_and_pans
326978.wav,FSD50k,Dishes_and_pots_and_pans
325366.wav,FSD50k,Dishes_and_pots_and_pans
238234.wav,FSD50k,Dishes_and_pots_and_pans
165431.wav,FSD50k,Dishes_and_pots_and_pans
81738.wav,FSD50k,Dishes_and_pots_and_pans
347143.wav,FSD50k,Dishes_and_pots_and_pans
435557.wav,FSD50k,Dishes_and_pots_and_pans
210276.wav,FSD50k,Dishes_and_pots_and_pans
207485.wav,FSD50k,Dishes_and_pots_and_pans
36267.wav,FSD50k,Dishes_and_pots_and_pans
319939.wav,FSD50k,Dishes_and_pots_and_pans
38542.wav,FSD50k,Dishes_and_pots_and_pans
417724.wav,FSD50k,Dishes_and_pots_and_pans
144883.wav,FSD50k,Dishes_and_pots_and_pans
347537.wav,FSD50k,Dishes_and_pots_and_pans
156127.wav,FSD50k,Dishes_and_pots_and_pans
238223.wav,FSD50k,Dishes_and_pots_and_pans
80945.wav,FSD50k,Dishes_and_pots_and_pans
190031.wav,FSD50k,Dishes_and_pots_and_pans
360648.wav,FSD50k,Dishes_and_pots_and_pans
71784.wav,FSD50k,Frying_(food)
344917.wav,FSD50k,Frying_(food)
65930.wav,FSD50k,Frying_(food)
16363.wav,FSD50k,Frying_(food)
24253.wav,FSD50k,Frying_(food)
360648.wav,FSD50k,Frying_(food)
140454.wav,FSD50k,Frying_(food)
350993.wav,FSD50k,Frying_(food)
403531.wav,FSD50k,Frying_(food)
109244.wav,FSD50k,Frying_(food)
366586.wav,FSD50k,Frying_(food)
94256.wav,FSD50k,Frying_(food)
360796.wav,FSD50k,Frying_(food)
111132.wav,FSD50k,Frying_(food)
235511.wav,FSD50k,Frying_(food)
351406.wav,FSD50k,Frying_(food)
393444.wav,FSD50k,Frying_(food)
16754.wav,FSD50k,Frying_(food)
382709.wav,FSD50k,Frying_(food)
413757.wav,FSD50k,Frying_(food)
414297.wav,FSD50k,Frying_(food)
152823.wav,FSD50k,Frying_(food)
142329.wav,FSD50k,Frying_(food)
322047.wav,FSD50k,Frying_(food)
82090.wav,FSD50k,Frying_(food)
174871.wav,FSD50k,Frying_(food)
378702.wav,FSD50k,Frying_(food)
24254.wav,FSD50k,Frying_(food)
25302.wav,FSD50k,Frying_(food)
94756.wav,FSD50k,Frying_(food)
69231.wav,FSD50k,Toilet_flush
168014.wav,FSD50k,Toilet_flush
19035.wav,FSD50k,Toilet_flush
236942.wav,FSD50k,Toilet_flush
404437.wav,FSD50k,Toilet_flush
363095.wav,FSD50k,Toilet_flush
119109.wav,FSD50k,Toilet_flush
108018.wav,FSD50k,Toilet_flush
86118.wav,FSD50k,Toilet_flush
94742.wav,FSD50k,Toilet_flush
132242.wav,FSD50k,Toilet_flush
202956.wav,FSD50k,Toilet_flush
334587.wav,FSD50k,Toilet_flush
83304.wav,FSD50k,Toilet_flush
57108.wav,FSD50k,Toilet_flush
197913.wav,FSD50k,Toilet_flush
102187.wav,FSD50k,Toilet_flush
191850.wav,FSD50k,Toilet_flush
346061.wav,FSD50k,Toilet_flush
324122.wav,FSD50k,Toilet_flush
388765.wav,FSD50k,Toilet_flush
233006.wav,FSD50k,Toilet_flush
340048.wav,FSD50k,Toilet_flush
324671.wav,FSD50k,Toilet_flush
185061.wav,FSD50k,Toilet_flush
232513.wav,FSD50k,Toilet_flush
126556.wav,FSD50k,Toilet_flush
323637.wav,FSD50k,Toilet_flush
324427.wav,FSD50k,Toilet_flush
185065.wav,FSD50k,Toilet_flush
319113.wav,FSD50k,Toilet_flush
402986.wav,FSD50k,Toilet_flush
209537.wav,FSD50k,Toilet_flush
39084.wav,FSD50k,Toilet_flush
244457.wav,FSD50k,Toilet_flush
137244.wav,FSD50k,Toilet_flush
219411.wav,FSD50k,Toilet_flush
390295.wav,FSD50k,Toilet_flush
242243.wav,FSD50k,Toilet_flush
331659.wav,FSD50k,Toilet_flush
178401.wav,FSD50k,Toilet_flush
347916.wav,FSD50k,Toilet_flush
39083.wav,FSD50k,Toilet_flush
28006.wav,FSD50k,Toilet_flush
52614.wav,FSD50k,Toilet_flush
14860.wav,FSD50k,Toilet_flush
83537.wav,FSD50k,Toilet_flush
89741.wav,FSD50k,Toilet_flush
182463.wav,FSD50k,Toilet_flush
84943.wav,FSD50k,Toilet_flush
389447.wav,FSD50k,Toilet_flush
62515.wav,FSD50k,Toilet_flush
237844.wav,FSD50k,Toilet_flush
327841.wav,FSD50k,Toilet_flush
253759.wav,FSD50k,Toilet_flush
100839.wav,FSD50k,Toilet_flush
268132.wav,FSD50k,Toilet_flush
209525.wav,FSD50k,Toilet_flush
272387.wav,FSD50k,Toilet_flush
126532.wav,FSD50k,Toilet_flush
237766.wav,FSD50k,Toilet_flush
28005.wav,FSD50k,Toilet_flush
39858.wav,FSD50k,Toilet_flush
82557.wav,FSD50k,Toilet_flush
180230.wav,FSD50k,Toilet_flush
267962.wav,FSD50k,Toilet_flush
410274.wav,FSD50k,Toilet_flush
348331.wav,FSD50k,Toilet_flush
340053.wav,FSD50k,Toilet_flush
210788.wav,FSD50k,Toilet_flush
104302.wav,FSD50k,Toilet_flush
212089.wav,FSD50k,Toilet_flush
96704.wav,FSD50k,Toilet_flush
406665.wav,FSD50k,Bathtub_(filling_or_washing)
144275.wav,FSD50k,Bathtub_(filling_or_washing)
330548.wav,FSD50k,Bathtub_(filling_or_washing)
327844.wav,FSD50k,Bathtub_(filling_or_washing)
189690.wav,FSD50k,Bathtub_(filling_or_washing)
371813.wav,FSD50k,Bathtub_(filling_or_washing)
90798.wav,FSD50k,Bathtub_(filling_or_washing)
51414.wav,FSD50k,Bathtub_(filling_or_washing)
416496.wav,FSD50k,Bathtub_(filling_or_washing)
183931.wav,FSD50k,Bathtub_(filling_or_washing)
212088.wav,FSD50k,Bathtub_(filling_or_washing)
417545.wav,FSD50k,Bathtub_(filling_or_washing)
344707.wav,FSD50k,Bathtub_(filling_or_washing)
62521.wav,FSD50k,Bathtub_(filling_or_washing)
254472.wav,FSD50k,Bathtub_(filling_or_washing)
212111.wav,FSD50k,Bathtub_(filling_or_washing)
406668.wav,FSD50k,Bathtub_(filling_or_washing)
67162.wav,FSD50k,Bathtub_(filling_or_washing)
403500.wav,FSD50k,Bathtub_(filling_or_washing)
212108.wav,FSD50k,Bathtub_(filling_or_washing)
218838.wav,FSD50k,Bathtub_(filling_or_washing)
51415.wav,FSD50k,Bathtub_(filling_or_washing)
406237.wav,FSD50k,Bathtub_(filling_or_washing)
399584.wav,FSD50k,Bathtub_(filling_or_washing)
274061.wav,FSD50k,Bathtub_(filling_or_washing)
86193.wav,FSD50k,Bathtub_(filling_or_washing)
321489.wav,FSD50k,Bathtub_(filling_or_washing)
125173.wav,FSD50k,Bathtub_(filling_or_washing)
132229.wav,FSD50k,Bathtub_(filling_or_washing)
34333.wav,FSD50k,Bathtub_(filling_or_washing)
63764.wav,FSD50k,Bathtub_(filling_or_washing)
26766.wav,FSD50k,Bathtub_(filling_or_washing)
406664.wav,FSD50k,Bathtub_(filling_or_washing)
418417.wav,FSD50k,Bathtub_(filling_or_washing)
213280.wav,FSD50k,Bathtub_(filling_or_washing)
106020.wav,FSD50k,Bathtub_(filling_or_washing)
400346.wav,FSD50k,Bathtub_(filling_or_washing)
24090.wav,FSD50k,Bathtub_(filling_or_washing)
143257.wav,FSD50k,Bathtub_(filling_or_washing)
135185.wav,FSD50k,Bathtub_(filling_or_washing)
250785.wav,FSD50k,Bathtub_(filling_or_washing)
167118.wav,FSD50k,Bathtub_(filling_or_washing)
406666.wav,FSD50k,Bathtub_(filling_or_washing)
184304.wav,FSD50k,Bathtub_(filling_or_washing)
65625.wav,FSD50k,Bathtub_(filling_or_washing)
406696.wav,FSD50k,Bathtub_(filling_or_washing)
132240.wav,FSD50k,Bathtub_(filling_or_washing)
406697.wav,FSD50k,Bathtub_(filling_or_washing)
234871.wav,FSD50k,Bathtub_(filling_or_washing)
143246.wav,FSD50k,Bathtub_(filling_or_washing)
371920.wav,FSD50k,Bathtub_(filling_or_washing)
400345.wav,FSD50k,Bathtub_(filling_or_washing)
154706.wav,FSD50k,Bathtub_(filling_or_washing)
132232.wav,FSD50k,Bathtub_(filling_or_washing)
406695.wav,FSD50k,Bathtub_(filling_or_washing)
143619.wav,FSD50k,Bathtub_(filling_or_washing)
417752.wav,FSD50k,Bathtub_(filling_or_washing)
62522.wav,FSD50k,Bathtub_(filling_or_washing)
257434.wav,FSD50k,Bathtub_(filling_or_washing)
265331.wav,FSD50k,Bathtub_(filling_or_washing)
121548.wav,FSD50k,Bathtub_(filling_or_washing)
189669.wav,FSD50k,Bathtub_(filling_or_washing)
223050.wav,FSD50k,Bathtub_(filling_or_washing)
35621.wav,FSD50k,Bathtub_(filling_or_washing)
85170.wav,FSD50k,Bathtub_(filling_or_washing)
235775.wav,FSD50k,Bathtub_(filling_or_washing)
327450.wav,FSD50k,Bathtub_(filling_or_washing)
330788.wav,FSD50k,Bathtub_(filling_or_washing)
199297.wav,FSD50k,Bathtub_(filling_or_washing)
212090.wav,FSD50k,Bathtub_(filling_or_washing)
399581.wav,FSD50k,Bathtub_(filling_or_washing)
406667.wav,FSD50k,Bathtub_(filling_or_washing)
151613.wav,FSD50k,Bathtub_(filling_or_washing)
383204.wav,FSD50k,Bathtub_(filling_or_washing)
404087.wav,FSD50k,Bathtub_(filling_or_washing)
406671.wav,FSD50k,Bathtub_(filling_or_washing)
189689.wav,FSD50k,Bathtub_(filling_or_washing)
274062.wav,FSD50k,Bathtub_(filling_or_washing)
263899.wav,FSD50k,Bathtub_(filling_or_washing)
24091.wav,FSD50k,Bathtub_(filling_or_washing)
24089.wav,FSD50k,Bathtub_(filling_or_washing)
417786.wav,FSD50k,Bathtub_(filling_or_washing)
249794.wav,FSD50k,Bathtub_(filling_or_washing)
406669.wav,FSD50k,Bathtub_(filling_or_washing)
132230.wav,FSD50k,Bathtub_(filling_or_washing)
417992.wav,FSD50k,Bathtub_(filling_or_washing)
415668.wav,FSD50k,Bathtub_(filling_or_washing)
222020.wav,FSD50k,Bathtub_(filling_or_washing)
234577.wav,FSD50k,Bathtub_(filling_or_washing)
19094.wav,FSD50k,Bathtub_(filling_or_washing)
71574.wav,FSD50k,Bathtub_(filling_or_washing)
